name,id,phone,reservations,price_range,review,rating,y_phone_key,g_phone_key,y_id_no,y_name,y_rating,y_review,y_price_range,y_reservations,y_category,g_place_id,g_name,g_rating,lat,lng,g_price_range,composite_score
Dino's,8901194,14162590050,0,2,97,4.0,14162590050,%2B14162590050,wuYKpHyjIfyvMR9YlwHn6Q,Dino's Wood Burning Pizza,4.0,80.0,$$,0,Pizza,ChIJ-c65oTE2K4gRijuHFWwZju0,Dino's Wood Burning Pizza,4.5,43.62524310000001,-79.50828229999998,2,4.0983606557377055
McDonald's,8903683,14165979502,0,1,25,3.4,14165979502,%2B14165979502,W6zJtBokhnJvpHlZbROBBQ,McDonald's,3.0,15.0,$,0,Burgers,ChIJ-c8WrDTL1IkR3zK0Zzy6Y4Y,McDonald's,3.6,43.654668,-79.38103050000002,1,3.278688524590164
Yuzu No Hana,8905653,14162059808,0,4,239,4.5,14162059808,%2B14162059808,zA6gnF5aPBGoOm6uIbKt-A,Yuzu No Hana,4.0,517.0,$$$,restaurant_reservation,Sushi Bars,ChIJ-e2VttE0K4gR9qSbe6Tct04,Yuzu No Hana,4.2,43.648418,-79.388343,3,4.163934426229508
R&D,16539752,14165861241,0,4,67,3.9,14165861241,%2B14165861241,e178giuAicIhb16ymOtiBg,R&D Restaurant,3.5,238.0,$$$,0,Asian Fusion,ChIJ-QiloMQ0K4gRh8RG0fb9Jt4,R&D,4.3,43.6515943,-79.3972048,2,3.8360655737704916
241 Pizza,8907723,14162410241,0,2,3,3.2,14162410241,%2B14162410241,5PaCXc5dW2im69n-ByZ1FQ,241 Pizza,3.5,6.0,$,0,Pizza,ChIJ-V8Wd4lDK4gR-BgAAlyplzI,241 Pizza,3.9,43.5262759,-79.6523223,1,3.475409836065574
Saffron Spice Kitchen,8904696,14162030222,0,2,44,3.6,14162030222,%2B14162030222,C9QVknXuoDBdR9CBa_Flyw,Saffron Spice Kitchen,4.0,111.0,$,0,Indian,ChIJ-xb0fds0K4gRHtROVpZfLgY,Saffron Spice Kitchen,4.3,43.6484033,-79.3972213,1,3.901639344262295
Athens Restaurant & Tavern,8907401,14164654441,0,2,30,3.8,14164654441,%2B14164654441,OmZ_Ub_0egPc6eDPD1OWSw,Athens Restaurant,4.0,76.0,$$,0,Greek,ChIJ-xhMfITM1IkRp8LKyEEFAQs,Athens Restaurant,4.6,43.6789643,-79.3434695,2,4.065573770491803
La Veranda Osteria,8911523,14162313800,0,2,87,3.7,14162313800,%2B14162313800,mA3kz245czbdqAyJMg9BsQ,La Veranda Osteria,3.0,44.0,$$,0,Italian,ChIJ-xHWbVQ2K4gRrpB41N0qoss,La Veranda Osteria,4.2,43.6477149,-79.511729,2,3.573770491803279
Hunter's,8900166,14162916340,0,2,64,4.0,14162916340,%2B14162916340,Eji0iZbtX5cU5-VtXkttQg,Hunter's Pizza,4.0,69.0,$$,0,Pizza,ChIJ-ytlFs7T1IkROnYqYkMfYZI,Hunter's Family Restaurant,4.3,43.7895721,-79.3026251,1,4.032786885245902
Luci Restaurant,8900909,14165191355,0,3,65,3.9,14165191355,%2B14165191355,9Jn6MJZMz2R6rcszqmXDqg,Luci Restaurant,4.0,47.0,$$$,0,Italian,ChIJ-zlXsj42K4gR68s0EhPWEn0,Luci Restaurant,4.6,43.62752310000001,-79.4982703,2,4.0983606557377055
King's Café,8908267,14165911340,0,2,110,4.3,14165911340,%2B14165911340,VvSmE1NnTjnaTPHT0WrCaQ,King's Café,4.0,133.0,$$,0,Chinese,ChIJ0_98bsI0K4gRtBL03UmwK0Q,King's Café,4.5,43.65425070000001,-79.402061,2,4.19672131147541
The Keg,8907935,14164844646,0,4,81,4.0,14164844646,%2B14164844646,cicPsia8Wj-DNRkmLbD_xg,The Keg Steakhouse + Bar,3.5,90.0,$$$,0,Steakhouses,ChIJ0_pehTwzK4gRnFmXFt3vBV0,The Keg Steakhouse + Bar - Yonge & Eglinton,4.4,43.7056863,-79.39788359999999,3,3.9016393442622954
Scaddabush,18352952,14162969697,0,1,19,3.6,14162969697,%2B14162969697,FfF8XGFf8_BSlWSjIgqeQg,Scaddabush Italian Kitchen & Bar,3.0,165.0,$$,0,Italian,ChIJ07OkXKjR1IkRvW0QZp4iyLI,SCADDABUSH,4.0,43.7776105,-79.254269,2,3.475409836065574
Cinamon Indian Bistro,8908660,14165194534,0,2,59,3.9,14165194534,%2B14165194534,NVQt8iaP4wjtUSHBvIxIXw,Cinamon Indian Bistro,4.0,65.0,$$,0,Indian,ChIJ0atR-ffL1IkRSYDWXH4Jnzo,Cinamon Indian Bistro,4.5,43.66980510000001,-79.3018215,2,4.065573770491803
Udupi Palace,8907900,14164058189,0,2,135,4.1,14164058189,%2B14164058189,A-KVm7iKLOe1X1yAQP13FA,Udupi Palace,3.5,181.0,$$,0,Indian,ChIJ0cfnMnbM1IkRoQFWGGL9j7I,Udupi Palace,3.9,43.672609,-79.3211209,1,3.7704918032786887
Little Sister,8907231,14164882031,0,2,118,4.2,14164882031,%2B14164882031,kiBOT50alvcwdwUk6Wc1Rw,Bar Batavia,4.5,10.0,0,0,Cocktail Bars,ChIJ0eqGSjkzK4gR1AE3nhVUZWk,Bar Batavia,4.6,43.701568,-79.397075,2,4.360655737704918
Oakwood Pizzeria,17733336,14166545655,0,1,16,3.6,14166545655,%2B14166545655,NnJAsBJ7wGVNsQJnUsfEiQ,Oakwood Pizzeria,3.5,13.0,$$,0,Pizza,ChIJ0QnQH48zK4gRpU0tDaw2lM4,Oakwood Pizzeria,4.4,43.6891065,-79.4395821,1,3.7704918032786887
Brass Taps Pizza Pub,8907033,14164663403,0,2,17,3.0,14164663403,%2B14164663403,8idRgzKzCZ2l2_d7nUSQDQ,Brass Taps Pizza Pub,3.0,32.0,$$,0,Pizza,ChIJ0SN19ZzM1IkRXlhbvCC2WtQ,Brass Taps Pizza Pub,4.1,43.6779401,-79.34928470000001,2,3.3114754098360657
Sarah's Cafe & Bar,8907761,14164063121,0,2,62,3.8,14164063121,%2B14164063121,tlRJEER67t56LCPiGi1T-g,Sarah's Cafe & Bar,2.5,51.0,$$,0,Gastropubs,ChIJ0Wcp2WTM1IkR0dsQaJwFXhQ,Sarah's Café & Bar,4.0,43.6827511,-79.32706340000001,2,3.3770491803278695
Mother's Dumplings,8900379,14162172008,0,2,289,4.3,14162172008,%2B14162172008,BUcTdN-rNE8urCCQuxSOQA,Mother's Dumplings,3.0,508.0,$$,0,Chinese,ChIJ0zE_DsE0K4gR8rEk8B9DNg4,Mother's Dumplings,4.1,43.6571221,-79.3994394,1,3.7377049180327866
Firkin on Danforth,18306893,14166932057,0,1,2,0.0,14166932057,%2B14166932057,S1NqAofPuIDGdJYnhEsUbA,Firkin On Danforth,3.0,30.0,$$,0,Pubs,ChIJ1-21W2vM1IkRGz8ozsCZjxY,Firkin on Danforth,3.9,43.6853041,-79.3133181,2,2.2622950819672134
Town Crier Pub,8905265,14162049588,0,3,154,4.3,14162049588,%2B14162049588,Z5kjUEm1A18l864gb3XA8A,Town Crier Pub,4.0,195.0,$$,0,Pubs,ChIJ19HF1vpSV0ARhuyTtUxBggk,Town Crier,4.4,43.6480785,-79.39010970000002,2,4.163934426229509
Il Fornello,8906180,14164662931,0,3,74,3.9,14164662931,%2B14164662931,UP7ejOl-PQyWZ9iFRQD8Xw,Il Fornello,3.5,50.0,$$,0,Italian,ChIJ1R8ZrJzM1IkRCq52YWjj_NY,IL FORNELLO on Danforth,4.2,43.6786716,-79.3469255,2,3.803278688524591
Papino's Pizza,8903077,14162400707,0,1,14,3.8,14162400707,%2B14162400707,oh6vICNxlLnGoyF11-a-Ow,Papino's Pizza,4.0,10.0,$,0,Pizza,ChIJ1ShlxSIxK4gRXvQD-lQdc2A,Papino's Pizza,4.5,43.706292,-79.50488659999998,1,4.032786885245902
The Frog,8908999,14162253764,0,3,48,3.9,14162253764,%2B14162253764,zJMnVbXUKOFkZEA2dCRsKA,The Frog: A Firkin Pub,3.0,72.0,$$,0,Pubs,ChIJ1VEE-GQtK4gR52k9zkZu_Uw,The Frog: A Firkin Pub,4.0,43.7627189,-79.4114814,2,3.573770491803279
Remezzo,8901146,14164988848,0,2,91,4.0,14164988848,%2B14164988848,iNhP0ejUf2jVzaR5YCOoEQ,Remezzo Italian Bistro,3.5,153.0,$$,0,Italian,ChIJ1x_mxjbS1IkRAt1svrD8-mY,Remezzo Italian Bistro,4.2,43.777628,-79.307905,2,3.8360655737704916
Al Mandi,8907966,14164654224,0,2,11,3.2,14164654224,%2B14164654224,sCo8DEQfbc8_xWzg2kmvIA,Al Mandi,3.5,8.0,$$,0,Middle Eastern,ChIJ1XCzrGTM1IkRchxl5ryvBNs,Al Mandi Restaurant,4.2,43.6823016,-79.3293744,2,3.573770491803279
Go For Tea,8901205,14162920221,0,2,56,3.7,14162920221,%2B14162920221,b41zjWT4pzcTgNY04eKAvg,Go For Tea,2.5,170.0,$$,0,Coffee & Tea,ChIJ1xrEuf3T1IkRYeNyqDOQB_c,Go ForTea,3.6,43.8147922,-79.2926103,2,3.213114754098361
Broadview Espresso,8908325,14165533833,0,1,29,3.8,14165533833,%2B14165533833,gkCorLgPyQLsptTHalL61g,Broadview Espresso,4.0,66.0,$,0,Coffee & Tea,ChIJ1yFI2qHM1IkR8ha1yN29VHM,Broadview Espresso,4.6,43.6784989,-79.35818309999998,0,4.065573770491803
Burrito Boyz,8904295,14165882699,0,1,84,4.1,14165882699,%2B14165882699,YrqQWT5wzBUumklE4B_XfA,Burrito Boyz,3.0,61.0,$,0,Mexican,ChIJ1YS1Pu40K4gRH2vfu-KKsUE,Burrito Boyz,4.1,43.6551972,-79.4129987,1,3.6721311475409837
Jerusalem Restaurant,8902171,14164907888,0,2,94,3.8,14164907888,%2B14164907888,YAdyu9ovEiOZXBWkD0H8-Q,Jerusalem Restaurant,3.5,140.0,$$,0,Middle Eastern,ChIJ202hvcbS1IkRdN8Ntl_RERQ,Jerusalem Restaurant,4.2,43.7789576,-79.3640257,2,3.7704918032786887
Pickle Barrel,8908191,14164851244,0,3,88,2.7,14164851244,%2B14164851244,Lk2I8GTjKLd_R1drktNWNg,The Pickle Barrel,2.0,146.0,$$,0,Canadian (New),ChIJ27uwtzwzK4gRDJYj-bT4Ez8,The Pickle Barrel,3.5,43.7072274,-79.39895940000002,2,2.6885245901639343
Sushi Supreme,8908869,14165440777,0,2,67,3.9,14165440777,%2B14165440777,thzyiQZb16zD8wMliaEfRQ,Sushi Supreme,4.0,104.0,$$,0,Sushi Bars,ChIJ27v_KzkzK4gRcuvHtykCVEM,Sushi Supreme,4.2,43.7006166,-79.39676180000002,1,3.967213114754099
Fishman Lobster Clubhouse,8901643,14163210250,0,4,179,4.4,14163210250,%2B14163210250,_xAJZOKBMPOe47p1MphB2w,Fishman Lobster Clubhouse Restaurant,4.0,812.0,$$$,0,Chinese,ChIJ28ikZwLU1IkR1kc5w0E-x9E,Fishman Lobster Clubhouse Restaurant 魚樂軒,4.1,43.802004,-79.2951529,3,4.0983606557377055
Mariachi's,8908679,14164817111,0,3,106,4.1,14164817111,%2B14164817111,wfnvI08SMHeIH6_lOeZ7xA,Mariachi's Restaurant,3.5,89.0,$$,0,Mexican,ChIJ2azwrT4zK4gRu1wznQVfdEs,Mariachi's Restaurant,4.3,43.7021467,-79.3976395,0,3.901639344262295
Asa Sushi,16527262,14166043001,0,2,54,3.7,14166043001,%2B14166043001,_ahgIGB3sl5nNYa6WPPAdg,ASA Sushi,3.5,47.0,$$,0,Sushi Bars,ChIJ2cXv0Yk2K4gRe7Okrm7w3DM,Asa Sushi,4.3,43.64981029999999,-79.4848609,0,3.7704918032786887
Boom Breakfast & Co,8909153,14164853447,0,2,81,3.8,14164853447,%2B14164853447,qbQ1qZx6eTy7pOOXMBfQNQ,Boom Breakfast & Co,3.5,117.0,$$,0,Breakfast & Brunch,ChIJ2duN0hczK4gRZdkH_kEBeIo,Boom Breakfast & Co,4.2,43.7057989,-79.4035125,2,3.7704918032786887
Mars Uptown Diner,17732953,14163227111,0,2,53,3.7,14163227111,%2B14163227111,tiQQqJ5ymf_XWzyF9ywArw,Mars Uptown,3.5,67.0,$$,0,Diners,ChIJ2e-AEyMzK4gRC3Ta0xpNT2s,Mars Uptown Diner,4.1,43.709197,-79.39857020000002,1,3.704918032786886
Burrito Bandidos,8908691,14166918080,0,1,20,3.5,14166918080,%2B14166918080,NPHZkn1e-tSJAbo8Zm9rYw,Burrito Bandidos,3.5,45.0,$$,0,Mexican,ChIJ2T05d4zL1IkRda6skMOpGdo,Burrito Bandidos,4.2,43.666482,-79.31638199999998,0,3.6721311475409837
Portland Variety,8904333,14163685151,0,3,148,4.6,14163685151,%2B14163685151,vx2T3IspTj6Opxjn95xWRA,Portland Variety,3.5,256.0,$$,0,Bakeries,ChIJ2W07WN40K4gRTXcGWWr9HZQ,Portland Variety,4.2,43.6442579,-79.4001473,2,4.032786885245902
Betty's,8906946,14163681300,0,2,112,4.1,14163681300,%2B14163681300,V9DPZmn2irq3hC-X4vxaBg,Betty's,3.5,124.0,$$,0,Pubs,ChIJ2W7ZPjrL1IkRFiKnFvl1rLI,Betty's,4.2,43.65151760000001,-79.36754140000002,2,3.8688524590163937
Motimahal,8907286,14164613111,0,1,50,4.0,14164613111,%2B14164613111,a3nywjjHRweFT-4rOap12g,Motimahal,3.5,93.0,$,0,Indian,ChIJ2z4Y3nfM1IkRtMwLDbajEPU,MotiMahal Restaurant,4.0,43.672289,-79.3226295,1,3.7704918032786887
Kimchi Korea House,8907010,14165991989,0,2,60,4.0,14165991989,%2B14165991989,rhyjGfqYlCJoi8Zeulg6QA,Kimchi Korea House,3.5,251.0,$$,0,Korean,ChIJ3__45ss0K4gRQ1rlA9WLlUY,Kimchi Korea House,4.1,43.6552472,-79.3855068,2,3.8032786885245904
The Feathers,8911195,14166940443,0,2,31,3.9,14166940443,%2B14166940443,biqnUUHYHsNBCI5BpMM8Xw,The Feathers Pub,4.0,26.0,$$,0,British,ChIJ35pzAKfO1IkR6b65NcHr2rs,The Feathers Pub,4.4,43.6806855,-79.287543,2,4.032786885245902
Rodney's Oyster House,8904604,14163638105,0,3,473,4.6,14163638105,%2B14163638105,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,4.0,361.0,$$$,0,Seafood,ChIJ3av9_j7L1IkR-4usmJxvhyk,Rodney’s Oyster House,4.5,43.6449473,-79.3968452,3,4.295081967213115
Maple Leaf Tavern,8911887,14164650955,0,2,12,3.5,14164650955,%2B14164650955,#NAME?,Maple Leaf Tavern,4.0,85.0,$$$,0,American (Traditional),ChIJ3bNgRnnL1IkRqiDaK_cmD7U,Maple Leaf Tavern,4.5,43.6681721,-79.3397865,3,3.934426229508197
Pizza La Rosa,8900002,14165517672,0,2,27,3.6,14165517672,%2B14165517672,ixGb4NLfgD90wZHlw94rLw,Pizza La Rosa,4.0,71.0,$,0,Italian,ChIJ3dJuWUTS1IkRaZYz8G3hGjE,Pizza La Rosa,4.3,43.773213,-79.321159,1,3.901639344262295
Phoenix Restaurant,17837715,14165021112,0,2,17,3.3,14165021112,%2B14165021112,8f9Tl2gq78wqjtrToOTo7A,Phoenix Restaurant,3.0,70.0,$$,0,Chinese,ChIJ3fXNX7nT1IkRKKnaVAgynbk,Phoenix Restaurant,3.7,43.7981051,-79.3184426,1,3.278688524590164
Pattaya Thai Kitchen,18165208,14166945000,0,2,8,3.2,14166945000,%2B14166945000,JQHCYP41w1agPZ3MlwnrhQ,Pattaya Thai Kitchen,4.5,67.0,$$,0,Thai,ChIJ3Ro5mK7O1IkRjAigSBtLlIo,Pattaya Thai Kitchen,4.3,43.6738034,-79.2828152,2,3.934426229508197
Sichuan Garden,8900320,14165936265,0,2,20,3.6,14165936265,%2B14165936265,sPGbBt01zybTxV2FRdRaDQ,Sichuan Garden Restaurant,3.5,61.0,$$,0,Chinese,ChIJ3RWlYcE0K4gRSyRlCGVEtgE,Sichuan Garden Restaurant,3.7,43.6555915,-79.39881779999997,1,3.5409836065573774
Village Idiot Pub,8910093,14165971175,0,3,79,4.0,14165971175,%2B14165971175,GGfavkYjctCjBpz3Zun4RA,Village Idiot Pub & Grill,3.0,115.0,$$,0,Pubs,ChIJ3Tug-MU0K4gRNaDf120i6WQ,Village Idiot Pub,4.1,43.654388,-79.39162270000001,2,3.639344262295082
Colaba Junction,18385258,14166468800,0,1,25,3.0,14166468800,%2B14166468800,g14SuHGkIL-2pSWhRkSSlQ,Colaba Junction,3.5,63.0,$$,0,Indian,ChIJ3yu91rU0K4gRmEjljunRp3c,Colaba Junction,3.6,43.6610188,-79.38570109999998,0,3.3114754098360657
T Bones,8902900,14162695757,0,2,80,3.8,14162695757,%2B14162695757,kTHraDyzfXvW-98VT-P3mg,T-Bones Sizzling Steaks & Burgers Drive-In Restaurant,3.5,125.0,$$,0,Burgers,ChIJ41zUZC_O1IkRZ1rEfCDxcBA,T-Bones,4.1,43.7353417,-79.25612590000001,1,3.7377049180327866
Avocado Sushi,8905561,14163239770,0,2,35,3.8,14163239770,%2B14163239770,34OwRFftkT7t3iBquazJcg,Avocado Sushi,4.0,49.0,$$,0,Japanese,ChIJ443Qy7E0K4gR-RxZlBiQ3L4,Avocado Sushi,4.3,43.667781,-79.38847309999998,0,3.9672131147540983
Hot Pot,8909197,14164605183,0,2,3,0.0,14164605183,%2B14164605183,VBMJjX1rPuwVvzTApRJZAA,Hot Pot Restaurant,4.5,18.0,$$,0,Caribbean,ChIJ460_s5YzK4gRYhNOI3aNgr4,Hot Pot Restaurant,4.4,43.6974483,-79.441334,1,2.918032786885246
Pogue Mahone,8904491,14165983339,0,3,64,3.8,14165983339,%2B14165983339,dT70QOjn-o9pkdSAAPdSWQ,Pogue Mahone Pub & Kitchen,2.5,125.0,$$,0,Pubs,ChIJ4agbuLU0K4gRnmYcIrfhyuA,Pogue Mahone Pub & Kitchen,4.0,43.660819,-79.38449200000002,2,3.3770491803278695
Apache Burger,8909464,14162333046,0,2,237,4.0,14162333046,%2B14162333046,gaEgDDKsuBVzDFg8wsF2Ig,Apache Burgers,3.0,142.0,$$,0,Hot Dogs,ChIJ5_4bHL43K4gRlMRkVLS4ONg,Apache Burgers,4.2,43.63932020000001,-79.53784820000001,2,3.6721311475409837
TYC - by Sanjeev Kapoor,18615154,14164819397,0,2,8,2.4,14164819397,%2B14164819397,WnRqXZN_tR058EufqS1kAw,TYC - The Yellow Chilli - By Sanjeev Kapoor,3.0,48.0,$$,0,Indian,ChIJ5_hxSTszK4gRStqAnztsMNI,TYC - by Sanjeev Kapoor,4.1,43.707022,-79.396045,3,3.114754098360656
Sorn Thai,8910788,14163223563,0,2,56,3.8,14163223563,%2B14163223563,iT053N_wdX7Ryr5lLCtLfg,Sorn Thai Restaurant,3.5,106.0,$$,0,Thai,ChIJ5_z4eSEzK4gRE7-8VqpxTgM,Sorn Thai Restaurant,4.4,43.7133474,-79.40003829999998,0,3.8360655737704916
The Gull,8907833,14166939337,0,3,18,3.5,14166939337,%2B14166939337,bEEkF_uur6TA7tW_7-9XEQ,Gull & Firkin,3.5,36.0,$$,0,Pubs,ChIJ55qg6ffL1IkRG4w3SUWIIaA,The Gull and Firkin,4.2,43.6692898,-79.3026996,2,3.6721311475409837
Bac Ky Vietnamese Canteen,17855656,14165997468,0,1,15,2.4,14165997468,%2B14165997468,#NAME?,Bac Ky Vietnamese Canteen,3.0,61.0,$$,0,Vietnamese,ChIJ59a38d40K4gRHRX8rpXjx0o,Bac Ky Vietnamese Canteen,3.7,43.6443727,-79.39937409999997,1,2.98360655737705
The Beverley - The Beverley Hotel,8905390,14164932786,0,4,46,4.1,14164932786,%2B14164932786,xKCljNsyUKKSbWAUqRxoTQ,Do Not Disturb,4.0,15.0,0,0,Cocktail Bars,ChIJ5ckdpto0K4gRy_vh682Diic,The Beverley Hotel,4.1,43.6496119,-79.3921199,0,4.0
Thrive Organic Kitchen & Cafe,8901068,14162527700,0,2,48,4.2,14162527700,%2B14162527700,KpFgHrxoVOiwfpR0f5KXUA,Thrive Organic Kitchen & Café,4.0,117.0,$$,0,Vegan,ChIJ5ebbEkdIK4gRjrbILUpoRVE,Thrive Organic Kitchen & Café,4.1,43.5949922,-79.5304163,2,4.032786885245901
Fresco's Fish And Chips,8907149,14165464557,0,2,63,4.1,14165464557,%2B14165464557,zfQ855VX3SMA_54oVSN5Cw,Fresco's Fish & Chips,4.5,336.0,$$,0,Fish & Chips,ChIJ5SAhacI0K4gRcZIhQKAyDTs,Fresco's Fish and Chips,4.6,43.653794,-79.4016197,1,4.327868852459017
Moonbean,8909234,14165950327,0,1,103,4.2,14165950327,%2B14165950327,5tQSJ2sed3Ln-1S1rbIFoQ,Moon Bean Coffee Company,4.0,225.0,$,0,Coffee & Tea,ChIJ5SbjSsI0K4gRxhgtLRkalKk,Moonbean Coffee Company,4.5,43.6542209,-79.4002046,1,4.163934426229508
Mr. Congee,8900644,14165513223,0,2,35,3.3,14165513223,%2B14165513223,TYEQ38ONpmYMYv378IByhw,Mr Congee Chinese Cuisine,3.0,69.0,$$,0,Chinese,ChIJ6-LQQrnT1IkR0nZemzL-9Vk,Mr. Congee Chinese Cuisine 龍粥記,3.8,43.7988281,-79.31825079999999,0,3.3114754098360657
